step,train_loss,train_mean_token_accuracy,train_error_rate,timestamp
67,1.7174447774887085,0.6013071895424836,,2026-03-09T17:47:48.0370000Z
68,1.8940346240997314,0.5274725274725275,,2026-03-09T17:47:49.8480000Z
69,1.4926173686981201,0.6304347826086957,,2026-03-09T17:47:55.6020000Z
70,1.692676305770874,0.5444444444444444,,2026-03-09T17:47:57.4410000Z
71,1.7360129356384277,0.54,,2026-03-09T17:47:59.2780000Z
72,1.885372519493103,0.5247524752475248,,2026-03-09T17:48:00.8000000Z
73,1.5664756298065186,0.5833333333333334,,2026-03-09T17:48:02.6410000Z
74,1.5999219417572021,0.5702479338842975,,2026-03-09T17:48:04.4640000Z
75,1.6925702095031738,0.5867768595041323,,2026-03-09T17:48:06.3260000Z
76,1.7542330026626587,0.5151515151515151,,2026-03-09T17:48:07.8360000Z
77,1.5382188558578491,0.5630252100840336,,2026-03-09T17:48:09.7030000Z
78,1.438468098640442,0.6519337016574586,,2026-03-09T17:48:11.5360000Z
79,1.412179708480835,0.6502732240437158,,2026-03-09T17:48:13.4120000Z
80,1.5710623264312744,0.6033057851239669,,2026-03-09T17:48:15.2460000Z
81,1.4543850421905518,0.6544117647058824,,2026-03-09T17:48:17.3960000Z
82,1.4660534858703613,0.6,,2026-03-09T17:48:18.6500000Z
83,1.462503433227539,0.5555555555555556,,2026-03-09T17:48:20.5090000Z
84,1.3541834354400635,0.6666666666666666,,2026-03-09T17:48:22.0340000Z
85,1.3553978204727173,0.656934306569343,,2026-03-09T17:48:23.9090000Z
86,1.4476014375686646,0.59,,2026-03-09T17:48:25.7220000Z
87,1.5307703018188477,0.6132075471698113,,2026-03-09T17:48:27.5880000Z
88,1.248544454574585,0.6642335766423357,,2026-03-09T17:48:29.1360000Z
89,1.4809834957122803,0.6423841059602649,,2026-03-09T17:48:30.9830000Z
90,1.2107399702072144,0.6715328467153284,,2026-03-09T17:48:32.8260000Z
91,1.3603707551956177,0.6490066225165563,,2026-03-09T17:48:35.2800000Z
92,1.4483076333999634,0.6261682242990654,,2026-03-09T17:48:36.5400000Z
93,1.3338574171066284,0.6601307189542484,,2026-03-09T17:48:38.3820000Z
94,1.3487921953201294,0.6578947368421053,,2026-03-09T17:48:40.5400000Z
95,1.1440187692642212,0.6615384615384615,,2026-03-09T17:48:42.0790000Z
96,1.2548679113388062,0.6307692307692307,,2026-03-09T17:48:43.9310000Z
97,1.2863351106643677,0.6292134831460674,,2026-03-09T17:48:46.0850000Z
98,1.6802575588226318,0.6086956521739131,,2026-03-09T17:48:47.3590000Z
99,1.1742382049560547,0.660377358490566,,2026-03-09T17:48:49.1800000Z
100,1.2816846370697021,0.6753246753246753,,2026-03-09T17:48:50.7200000Z
101,1.1208781003952026,0.6885245901639344,,2026-03-09T17:48:52.8790000Z
102,1.6755163669586182,0.6521739130434783,,2026-03-09T17:48:54.4250000Z
103,1.1252855062484741,0.627906976744186,,2026-03-09T17:48:56.2950000Z
104,0.9471719264984131,0.7647058823529411,,2026-03-09T17:48:57.8480000Z
105,1.3405733108520508,0.6870748299319728,,2026-03-09T17:49:00.0040000Z
106,1.1666570901870728,0.7019867549668874,,2026-03-09T17:49:01.5670000Z
107,1.102929711341858,0.6887417218543046,,2026-03-09T17:49:03.4290000Z
108,0.9520302414894104,0.7664233576642335,,2026-03-09T17:49:05.3150000Z
109,0.9722225666046143,0.6717557251908397,,2026-03-09T17:49:07.4980000Z
110,1.4611461162567139,0.6260869565217392,,2026-03-09T17:49:08.7580000Z
111,1.4180434942245483,0.6551724137931034,,2026-03-09T17:49:10.6200000Z
112,1.0364395380020142,0.7078651685393258,,2026-03-09T17:49:12.4610000Z
113,1.0284444093704224,0.6161616161616161,,2026-03-09T17:49:14.2990000Z
114,1.384328007698059,0.6347826086956522,,2026-03-09T17:49:16.1690000Z
115,1.0384727716445923,0.6464646464646465,,2026-03-09T17:49:18.0160000Z
116,1.1036062240600586,0.6917808219178082,,2026-03-09T17:49:19.5750000Z
117,0.8860544562339783,0.69,,2026-03-09T17:49:21.4420000Z
118,0.8398100137710571,0.7452830188679245,,2026-03-09T17:49:22.9850000Z
119,0.7725451588630676,0.7364341085271318,,2026-03-09T17:49:24.8340000Z
120,0.8864473104476929,0.738562091503268,,2026-03-09T17:49:26.6820000Z
121,0.7579979300498962,0.7474747474747475,,2026-03-09T17:49:28.2400000Z
122,0.7540026903152466,0.7452830188679245,,2026-03-09T17:49:30.1090000Z
123,0.8276491761207581,0.7350993377483444,,2026-03-09T17:49:31.9560000Z
124,0.8252384662628174,0.768595041322314,,2026-03-09T17:49:33.8100000Z
125,0.7391312718391418,0.7227722772277227,,2026-03-09T17:49:35.6670000Z
126,0.6148961186408997,0.7777777777777778,,2026-03-09T17:49:37.5280000Z
127,0.5599495768547058,0.8175182481751825,,2026-03-09T17:49:39.3860000Z
128,0.8168147802352905,0.7752808988764045,,2026-03-09T17:49:40.9470000Z
129,0.561728835105896,0.8282828282828283,,2026-03-09T17:49:42.8010000Z
130,0.6831064820289612,0.7828947368421053,,2026-03-09T17:49:44.6530000Z
131,0.6170707941055298,0.8121546961325967,,2026-03-09T17:49:46.5130000Z
132,0.8401358723640442,0.7350427350427351,,2026-03-09T17:49:48.3740000Z
133,0.6533094048500061,0.8611111111111112,,2026-03-09T17:49:50.2370000Z
134,0.4244077801704407,0.8529411764705882,,2026-03-09T17:49:52.3800000Z
135,0.5780987739562988,0.8079470198675497,,2026-03-09T17:49:53.9430000Z
136,0.5853506922721863,0.825,,2026-03-09T17:49:55.4920000Z
137,0.591923713684082,0.8079470198675497,,2026-03-09T17:49:57.3550000Z
138,0.361624151468277,0.88,,2026-03-09T17:49:59.2040000Z
139,0.4151461124420166,0.9245283018867925,,2026-03-09T17:50:01.6620000Z
140,0.8891421556472778,0.7288135593220338,,2026-03-09T17:50:06.8240000Z
141,0.4725739657878876,0.8981481481481481,,2026-03-09T17:50:08.3800000Z
142,0.5244181752204895,0.8429752066115702,,2026-03-09T17:50:10.2440000Z
143,0.3681086599826813,0.8947368421052632,,2026-03-09T17:50:12.0910000Z
144,0.3821578919887543,0.875,,2026-03-09T17:50:13.6360000Z
145,0.688122570514679,0.7456140350877193,,2026-03-09T17:50:15.4790000Z
146,0.6343153119087219,0.7844827586206896,,2026-03-09T17:50:17.3270000Z
147,0.2906537353992462,0.9337748344370861,,2026-03-09T17:50:18.8540000Z
148,0.19773690402507782,0.9622641509433962,,2026-03-09T17:50:20.7190000Z
149,0.24056370556354523,0.9622641509433962,,2026-03-09T17:50:22.5750000Z
150,0.3390132784843445,0.8712871287128713,,2026-03-09T17:50:24.0940000Z
151,0.23490361869335175,0.92,,2026-03-09T17:50:25.9540000Z
152,0.3352370262145996,0.897196261682243,,2026-03-09T17:50:27.7870000Z
153,0.19322314858436584,0.9477124183006536,,2026-03-09T17:50:29.6440000Z
154,0.2460155487060547,0.89,,2026-03-09T17:50:31.1910000Z
155,0.2731412649154663,0.9159663865546218,,2026-03-09T17:50:33.0380000Z
156,0.40185311436653137,0.8421052631578947,,2026-03-09T17:50:34.8830000Z
157,0.13429053127765656,0.9504950495049505,,2026-03-09T17:50:36.7380000Z
158,0.2928314805030823,0.8979591836734694,,2026-03-09T17:50:38.2720000Z
159,0.24685652554035187,0.9315068493150684,,2026-03-09T17:50:40.1280000Z
160,0.22520817816257477,0.9310344827586207,,2026-03-09T17:50:41.9750000Z
161,0.20317184925079346,0.9316239316239316,,2026-03-09T17:50:43.8040000Z
162,0.23769956827163696,0.9325842696629213,,2026-03-09T17:50:45.6490000Z
163,0.1815514862537384,0.9477124183006536,,2026-03-09T17:50:47.5160000Z
164,0.16505786776542664,0.9492753623188406,,2026-03-09T17:50:49.0680000Z
165,0.08044606447219849,0.9705882352941176,,2026-03-09T17:50:50.9310000Z
166,0.04626869037747383,1,,2026-03-09T17:50:52.7800000Z
167,0.0554959662258625,0.9813084112149533,,2026-03-09T17:50:54.9590000Z
168,0.06414409726858139,0.98,,2026-03-09T17:50:56.2390000Z
169,0.03613337129354477,1,,2026-03-09T17:50:58.0870000Z
170,0.2269514948129654,0.9256198347107438,,2026-03-09T17:50:59.6460000Z
171,0.16087602078914642,0.9602649006622517,,2026-03-09T17:51:01.5140000Z
172,0.05610116198658943,0.9905660377358491,,2026-03-09T17:51:03.3610000Z
173,0.016699953004717827,1,,2026-03-09T17:51:05.5210000Z
174,0.09556912630796432,0.9801324503311258,,2026-03-09T17:51:06.8000000Z
175,0.15802490711212158,0.9658119658119658,,2026-03-09T17:51:08.6130000Z
176,0.021497448906302452,0.9923664122137404,,2026-03-09T17:51:10.4700000Z
177,0.028181202709674835,0.9926470588235294,,2026-03-09T17:51:12.6220000Z
178,0.09911492466926575,0.9775280898876404,,2026-03-09T17:51:14.1430000Z
179,0.023153705522418022,0.99,,2026-03-09T17:51:15.9910000Z
180,0.017253713682293892,1,,2026-03-09T17:51:18.1070000Z
181,0.09317037463188171,0.9888888888888889,,2026-03-09T17:51:32.5820000Z
182,0.06267821788787842,0.9887640449438202,,2026-03-09T17:51:34.4080000Z
183,0.014227703213691711,1,,2026-03-09T17:51:36.2590000Z
184,0.09422270208597183,0.9795918367346939,,2026-03-09T17:51:37.8170000Z
185,0.013469681143760681,1,,2026-03-09T17:51:39.6730000Z
186,0.0779016762971878,0.9912280701754386,,2026-03-09T17:51:41.5190000Z
187,0.04788846895098686,0.9854014598540146,,2026-03-09T17:51:43.0710000Z
188,0.027063477784395218,0.9887640449438202,,2026-03-09T17:51:44.9380000Z
189,0.05443587899208069,0.9826086956521739,,2026-03-09T17:51:46.7840000Z
190,0.06643607467412949,0.9782608695652174,,2026-03-09T17:51:48.3410000Z
191,0.039520710706710815,0.991304347826087,,2026-03-09T17:51:50.1970000Z
192,0.0887020081281662,0.9735099337748344,,2026-03-09T17:51:51.7550000Z
193,0.029472477734088898,0.9926470588235294,,2026-03-09T17:51:53.8980000Z
194,0.08307062089443207,0.9725274725274725,,2026-03-09T17:51:55.4780000Z
195,0.014692569151520729,1,,2026-03-09T17:51:57.0390000Z
196,0.06731511652469635,0.9745762711864406,,2026-03-09T17:51:58.9200000Z
197,0.06504005938768387,0.9777777777777777,,2026-03-09T17:52:01.0730000Z
198,0.015599099919199944,1,,2026-03-09T17:52:02.9350000Z
199,0.008013847284018993,1,,2026-03-09T17:52:04.2000000Z
200,0.010489012114703655,1,,2026-03-09T17:52:06.0510000Z
201,0.05684768781065941,0.99,,2026-03-09T17:52:07.9060000Z
202,0.05944735184311867,0.9888888888888889,,2026-03-09T17:52:09.7380000Z
203,0.013279261998832226,0.9931506849315068,,2026-03-09T17:52:11.5970000Z
204,0.06153588369488716,0.9802631578947368,,2026-03-09T17:52:13.4220000Z
205,0.07623768597841263,0.9775280898876404,,2026-03-09T17:52:15.8790000Z
206,0.04273777827620506,0.9913793103448276,,2026-03-09T17:52:17.1370000Z
207,0.03040076419711113,0.9888888888888889,,2026-03-09T17:52:19.2790000Z
208,0.05991697683930397,0.9696969696969697,,2026-03-09T17:52:20.5670000Z
209,0.016171814873814583,1,,2026-03-09T17:52:22.3990000Z
210,0.028836971148848534,0.991304347826087,,2026-03-09T17:52:24.2160000Z
211,0.027265746146440506,0.9913793103448276,,2026-03-09T17:52:25.8050000Z
212,0.06618014723062515,0.9813084112149533,,2026-03-09T17:52:27.6440000Z
213,0.020920397713780403,0.991304347826087,,2026-03-09T17:52:29.5180000Z
214,0.03614472597837448,0.9923076923076923,,2026-03-09T17:52:31.3480000Z
215,0.04171771928668022,0.9905660377358491,,2026-03-09T17:52:33.2030000Z
216,0.013663595542311668,1,,2026-03-09T17:52:35.0250000Z
217,0.014375099912285805,0.9914529914529915,,2026-03-09T17:52:36.8850000Z
218,0.005940097849816084,1,,2026-03-09T17:52:38.7150000Z
219,0.02033466100692749,0.9915966386554622,,2026-03-09T17:52:44.4910000Z
220,0.017925631254911423,0.9915966386554622,,2026-03-09T17:52:46.0130000Z
221,0.03287045657634735,0.98,,2026-03-09T17:52:47.8670000Z
222,0.11850791424512863,0.9802631578947368,,2026-03-09T17:52:50.0270000Z
223,0.057619910687208176,0.9933774834437086,,2026-03-09T17:52:51.3190000Z
224,0.015258868224918842,0.9916666666666667,,2026-03-09T17:52:53.1760000Z
225,0.020254934206604958,0.9922480620155039,,2026-03-09T17:52:54.7280000Z
226,0.016052961349487305,0.9916666666666667,,2026-03-09T17:52:56.5500000Z
227,0.019418051466345787,0.9922480620155039,,2026-03-09T17:52:58.4150000Z
228,0.026242639869451523,0.9854014598540146,,2026-03-09T17:52:59.9550000Z
229,0.01761918142437935,0.9913793103448276,,2026-03-09T17:53:01.8300000Z
230,0.01833154447376728,0.991304347826087,,2026-03-09T17:53:03.3660000Z
231,0.03688335418701172,0.993421052631579,,2026-03-09T17:53:05.2320000Z
232,0.013373068533837795,0.991304347826087,,2026-03-09T17:53:07.0570000Z
233,0.024761423468589783,0.9926470588235294,,2026-03-09T17:53:08.9120000Z
234,0.04616530239582062,0.9867549668874173,,2026-03-09T17:53:10.4660000Z
235,0.009974412620067596,1,,2026-03-09T17:53:12.3300000Z
236,0.02393319644033909,0.9933774834437086,,2026-03-09T17:53:14.1650000Z
237,0.022517776116728783,0.993421052631579,,2026-03-09T17:53:15.7400000Z
238,0.04677622765302658,0.9906542056074766,,2026-03-09T17:53:17.5640000Z
239,0.021191028878092766,0.98989898989899,,2026-03-09T17:53:20.0300000Z
240,0.03380783647298813,0.9906542056074766,,2026-03-09T17:53:21.2870000Z
241,0.03214661404490471,0.9905660377358491,,2026-03-09T17:53:23.1030000Z
242,0.06469018757343292,0.9888888888888889,,2026-03-09T17:53:24.6280000Z
243,0.009385650977492332,1,,2026-03-09T17:53:26.4930000Z
244,0.013392942026257515,0.993103448275862,,2026-03-09T17:53:28.6340000Z
245,0.016485465690493584,0.9905660377358491,,2026-03-09T17:53:30.2030000Z
246,0.012414752505719662,0.9905660377358491,,2026-03-09T17:53:31.7230000Z
247,0.01443699561059475,0.9934640522875817,,2026-03-09T17:53:33.5800000Z
248,0.01627521589398384,0.9933774834437086,,2026-03-09T17:53:35.4070000Z
249,0.02126757986843586,0.9922480620155039,,2026-03-09T17:53:37.2720000Z
250,0.02456965483725071,0.9915966386554622,,2026-03-09T17:53:38.8000000Z
251,0.024892037734389305,0.9922480620155039,,2026-03-09T17:53:40.6700000Z
252,0.027699200436472893,0.98989898989899,,2026-03-09T17:53:42.7980000Z
253,0.014339799992740154,0.994475138121547,,2026-03-09T17:53:44.0840000Z
254,0.018863769248127937,0.993103448275862,,2026-03-09T17:53:45.9020000Z
255,0.015869077295064926,0.9915966386554622,,2026-03-09T17:53:48.0440000Z
256,0.02255144715309143,0.9914529914529915,,2026-03-09T17:53:49.2870000Z
257,0.024567261338233948,0.9887640449438202,,2026-03-09T17:53:51.1490000Z
258,0.014452697709202766,1,,2026-03-09T17:53:52.9790000Z
259,0.012862110510468483,1,,2026-03-09T17:53:54.8550000Z
260,0.011538062244653702,1,,2026-03-09T17:53:56.7210000Z
261,0.019547324627637863,0.9934640522875817,,2026-03-09T17:53:58.2840000Z
262,0.018449055030941963,0.993421052631579,,2026-03-09T17:54:00.1460000Z
263,0.01836881972849369,0.9890710382513661,,2026-03-09T17:54:01.9890000Z
264,0.008589421398937702,1,,2026-03-09T17:54:04.1320000Z
265,0.00878999661654234,1,,2026-03-09T17:54:05.6960000Z
266,0.05599737912416458,0.9722222222222222,,2026-03-09T17:54:07.2670000Z
267,0.025437844917178154,0.991304347826087,,2026-03-09T17:54:09.1130000Z
268,0.022092079743742943,0.9913793103448276,,2026-03-09T17:54:10.9510000Z
269,0.02173824980854988,0.9913793103448276,,2026-03-09T17:54:12.8050000Z
270,0.013968820683658123,0.9931506849315068,,2026-03-09T17:54:14.9370000Z
271,0.01885862834751606,0.9934640522875817,,2026-03-09T17:54:16.2150000Z
272,0.03793396055698395,0.9905660377358491,,2026-03-09T17:54:18.0270000Z
273,0.013989916071295738,0.99,,2026-03-09T17:54:19.8870000Z
274,0.03887088596820831,0.9887640449438202,,2026-03-09T17:54:21.7380000Z
275,0.015426731668412685,0.98989898989899,,2026-03-09T17:54:24.1890000Z
276,0.021403908729553223,0.9926470588235294,,2026-03-09T17:54:25.4230000Z
277,0.007414061576128006,1,,2026-03-09T17:54:27.3070000Z
278,0.01348127331584692,0.99,,2026-03-09T17:54:28.8360000Z
279,0.020488688722252846,0.9933774834437086,,2026-03-09T17:54:30.7070000Z
280,0.013481278903782368,0.9933774834437086,,2026-03-09T17:54:32.5600000Z
281,0.01979401335120201,0.9905660377358491,,2026-03-09T17:54:34.4170000Z
282,0.02154463529586792,0.9927536231884058,,2026-03-09T17:54:35.9560000Z
283,0.015233625657856464,0.993103448275862,,2026-03-09T17:54:37.8270000Z
284,0.010691831819713116,1,,2026-03-09T17:54:39.9920000Z
285,0.014445697888731956,0.9926470588235294,,2026-03-09T17:54:41.5530000Z
286,0.010213945992290974,1,,2026-03-09T17:54:43.3890000Z
287,0.027813386172056198,0.9813084112149533,,2026-03-09T17:54:45.2520000Z
288,0.011615174822509289,1,,2026-03-09T17:54:46.8040000Z
289,0.008668231777846813,1,,2026-03-09T17:54:48.6750000Z
290,0.0050812349654734135,1,,2026-03-09T17:54:50.5140000Z
291,0.028864337131381035,0.9933774834437086,,2026-03-09T17:54:52.6720000Z
292,0.008294887840747833,1,,2026-03-09T17:54:53.9400000Z
293,0.003543691011145711,1,,2026-03-09T17:54:55.7800000Z
294,0.07140455394983292,0.9916666666666667,,2026-03-09T17:54:57.6090000Z
295,0.0008090240880846977,1,,2026-03-09T17:54:59.7520000Z
296,0.034266985952854156,0.993421052631579,,2026-03-09T17:55:01.2990000Z
297,0.08562158793210983,0.9862068965517241,,2026-03-09T17:55:02.8360000Z
298,0.02892644703388214,0.993421052631579,,2026-03-09T17:55:04.6880000Z
299,0.0013522346271201968,1,,2026-03-09T17:55:06.5100000Z
300,0.0015356800286099315,1,,2026-03-09T17:55:08.3740000Z
301,0.0929923877120018,0.989010989010989,,2026-03-09T17:55:09.8990000Z
302,0.0019426442449912429,1,,2026-03-09T17:55:11.7650000Z
303,0.029586540535092354,0.9927007299270073,,2026-03-09T17:55:13.6220000Z
304,0.06652654707431793,0.9826086956521739,,2026-03-09T17:55:15.4540000Z
305,0.021477386355400085,0.993421052631579,,2026-03-09T17:55:17.3060000Z
306,0.058713655918836594,0.9887640449438202,,2026-03-09T17:55:19.1550000Z
307,0.037331823259592056,0.993103448275862,,2026-03-09T17:55:21.0070000Z
308,0.041346125304698944,0.991304347826087,,2026-03-09T17:55:22.5340000Z
309,0.003988285083323717,1,,2026-03-09T17:55:24.3860000Z
310,0.024708839133381844,0.9927007299270073,,2026-03-09T17:55:26.2460000Z
311,0.026879221200942993,0.9905660377358491,,2026-03-09T17:55:28.1190000Z
312,0.006984956096857786,1,,2026-03-09T17:55:30.5660000Z
313,0.02530203014612198,0.9887640449438202,,2026-03-09T17:55:31.8070000Z
314,0.016299204900860786,0.9934640522875817,,2026-03-09T17:55:33.6560000Z
315,0.02583211287856102,0.9868421052631579,,2026-03-09T17:55:35.5130000Z
316,0.022046862170100212,0.9913793103448276,,2026-03-09T17:55:37.0790000Z
317,0.018402153626084328,0.9905660377358491,,2026-03-09T17:55:39.2490000Z
318,0.015295243822038174,0.9933774834437086,,2026-03-09T17:55:40.8320000Z
319,0.014857057482004166,0.9927536231884058,,2026-03-09T17:55:42.6920000Z
320,0.021948644891381264,0.9888888888888889,,2026-03-09T17:55:44.2490000Z
321,0.012852136977016926,0.9923664122137404,,2026-03-09T17:55:46.1050000Z
322,0.01916048303246498,0.9917355371900827,,2026-03-09T17:55:47.9580000Z
323,0.01262158527970314,1,,2026-03-09T17:55:49.8040000Z
324,0.02171252854168415,0.9887640449438202,,2026-03-09T17:55:51.3680000Z
325,0.03756961598992348,0.9824561403508771,,2026-03-09T17:55:53.2220000Z
326,0.014913065358996391,0.9913793103448276,,2026-03-09T17:55:55.0720000Z
327,0.010314659215509892,1,,2026-03-09T17:55:56.6110000Z
328,0.026784298941493034,0.98989898989899,,2026-03-09T17:55:58.4620000Z
329,0.005410054232925177,1,,2026-03-09T17:56:00.3380000Z
330,0.012555657885968685,0.9931506849315068,,2026-03-09T17:56:02.2280000Z
331,0.006385857239365578,1,,2026-03-09T17:56:04.6860000Z
332,0.017728419974446297,0.9912280701754386,,2026-03-09T17:56:05.9740000Z
333,0.0036364500410854816,1,,2026-03-09T17:56:07.8310000Z
334,0.04784024506807327,0.9867549668874173,,2026-03-09T17:56:09.6960000Z
335,0.015306472778320312,0.993103448275862,,2026-03-09T17:56:12.1700000Z
336,0.04906971752643585,0.989010989010989,,2026-03-09T17:56:13.4300000Z
337,0.054665882140398026,0.98989898989899,,2026-03-09T17:56:15.2900000Z
338,0.0018900282448157668,1,,2026-03-09T17:56:17.1590000Z
339,0.04395907744765282,0.9922480620155039,,2026-03-09T17:56:18.7080000Z
340,0.04581121355295181,0.9887640449438202,,2026-03-09T17:56:20.5760000Z
341,0.0024599579628556967,1,,2026-03-09T17:56:22.7080000Z
342,0.01619241014122963,0.9931506849315068,,2026-03-09T17:56:24.5830000Z
343,0.018065301701426506,0.9912280701754386,,2026-03-09T17:56:26.1430000Z
344,0.03655647113919258,0.993421052631579,,2026-03-09T17:56:27.6900000Z
345,0.015353335067629814,0.991304347826087,,2026-03-09T17:56:29.5590000Z
346,0.02781030535697937,0.994535519125683,,2026-03-09T17:56:32.0320000Z
347,0.024403991177678108,0.99,,2026-03-09T17:56:33.3230000Z
348,0.01713397353887558,0.98989898989899,,2026-03-09T17:56:35.1260000Z
349,0.02813260816037655,0.9888888888888889,,2026-03-09T17:56:36.9740000Z
350,0.009812932461500168,0.9931972789115646,,2026-03-09T17:56:38.5370000Z
351,0.025515424087643623,0.9933774834437086,,2026-03-09T17:56:40.3910000Z
352,0.027970945462584496,0.9887640449438202,,2026-03-09T17:56:42.2410000Z
353,0.015465661883354187,0.991304347826087,,2026-03-09T17:56:44.0960000Z
354,0.02443394623696804,0.9869281045751634,,2026-03-09T17:56:45.9220000Z
355,0.028867872431874275,0.9887640449438202,,2026-03-09T17:56:48.3860000Z
356,0.03646271303296089,0.9854014598540146,,2026-03-09T17:56:49.7070000Z
357,0.013818016275763512,1,,2026-03-09T17:56:51.5140000Z
358,0.010457959026098251,1,,2026-03-09T17:56:53.6870000Z
359,0.01214125007390976,0.9922480620155039,,2026-03-09T17:56:55.2620000Z
360,0.014816063456237316,0.9917355371900827,,2026-03-09T17:56:56.8140000Z
